Kim Jong-Un	North Korea, Executive Executive Office Government Major Party (In Government) Parties Elite (National) Major Party Government
Protester (Malaysia)	Dissident Protestors / Popular Opposition / Mobs
News Editor (Singapore)	Social Media
Government (Luxembourg)	Regional Diplomatic IGOs International Government Organization Government Regional
Combatant (Sudan)	Unidentified Forces
Sudan Liberation Movement	Sudan, Dissident Insurgents Rebel
Businessperson (Democratic Republic of Congo)	Business Social
Jorge Julio Lopez	Argentina, General Population / Civilian / Social Social
Airline (Israel)	Business Social
Attacker (Estonia)	Criminals / Gangs Dissident
Ihor Plotnytskyy	Ukraine, Defense / Security Ministry Executive Government
Drug Dealer (United Arab Emirates)	Criminals / Gangs Dissident
Raytheon	Multi-National Corporations, Defense / Security Business Business Social Multinational Corporation
Civic Group (Zambia)	Nongovernmental Organizations / Activists Nongovernmental Organization (International)
Member of Legislative (Govt) (Zambia)	Legislative / Parliamentary Government
Robert Richter	United States, Executive Information / Communication / Transparency Ministry Foreign Ministry Government
Customs Official (Tajikistan)	Government
Secretariat (International Parliament)	Global International Government Organization Global Diplomatic IGOs
Namibia National Students Organisation	Namibia, Student Education Social
Mike Moore	New Zealand, Elite
Protester (Ghana)	Dissident Protestors / Popular Opposition / Mobs
National Airline (Israel)	State-Owned Enterprises Government State-Owned Transportation
Health Ministry (Slovakia)	Executive Government Health Ministry
Admiral (Greece)	Navy Military Government
Military Personnel - Special (Niger)	Military Government
Mohamed Bazoum	Niger, Interior / Home Ministry Executive Government Unicameral Parties Legislative / Parliamentary Cabinet Ideological Center Left (National) Major Party Foreign Ministry
Istrian Democratic Assembly	Croatia, Provincial Party Unicameral Parties Legislative / Parliamentary Ideological Center Left Government
Cleric (Australia)	National Religious Social
Letsie III	Lesotho, Executive Office Executive Elite Government
Lesego Makgothi	Lesotho, Executive Foreign Ministry Government
Extremist (Yemen)	Dissident Radicals / Extremists / Fundamentalists
Government Official (Malta)	Government
Government Official (Egypt)	Government
Ministry of Local Government and Rural Development (Kosovo)	Executive Government Women / Children / Social / Welfare / Development / Religion Ministry
Royal Dutch Shell	Multi-National Corporations, Heavy Industrial / Chemical Business Business Social Multinational Corporation
Louis Straker	Saint Vincent and the Grenadines, Executive Government Executive Office Elite Foreign Ministry
Governor General (Iran)	Government
Political Parties (Namibia)	Parties
House of Representatives (Myanmar)	Legislative / Parliamentary Government
Legislature (Myanmar)	Legislative / Parliamentary Government
Business (Guyana)	Business Social
Nurhassan Jamiri	Philippines, Dissident Separatists Muslim International Religious
Tenants (Russia)	General Population / Civilian / Social Social
Militant (Saudi Arabia)	Unidentified Forces
Women (Chile)	General Population / Civilian / Social Social
Head of Government (Netherlands)	Executive Office Executive Government
Web Site (Venezuela)	Social Media
Court Judge (Bosnia and Herzegovina)	Judicial Government
Defense / Security Ministry (Austria)	Executive Regional Defense / Security Ministry Regional Diplomatic IGOs International Government Organization Government
Admiral (United States)	Navy Military Government
Environment Department/Ministry (Tanzania)	Executive Environment Ministry Government
Media (Costa Rica)	Social Media
Local Media (Venezuela)	Social Media
Public Prosecutor (Venezuela)	Judicial Government
Assemblies (Senegal)	Legislative / Parliamentary Government
Henri Yav Mulang	Democratic Republic of Congo, Finance / Economy / Commerce / Trade Ministry Executive Government
Interim Leader (Liberia)	Government
Bishop (Cote d'Ivoire)	National Religious Social
Christian (Senegal)	National Religious Christian International Religious Social
Adolphe Muzito	Democratic Republic of Congo, Executive Executive Office Finance / Economy / Commerce / Trade Ministry Parties Cabinet Elite (National) Minor Party Government
Women (Ukraine)	General Population / Civilian / Social Social
Serge Atlaoui	France, Criminals / Gangs Dissident General Population / Civilian / Social Social
Esteban Lazo Hernández	Cuba, Communist Executive Information / Communication / Transparency Ministry Parties Ideological (National) Major Party Government
Luis Adolfo Flores	Bolivia, Provincial Party Parties Local Municipal Provincial Ideological Center Left Government
City Mayor (Thailand)	Municipal Government Local
Foresters	Canada, Consulting / Financial Services Business Business Social
Labor Union (Pakistan)	Labor Social
Kaushik Patel	South Africa, State-Owned Enterprises Government State-Owned Transportation
Secretariat (Lebanon)	Government
Yun Byung Se	South Korea, Finance / Economy / Commerce / Trade Ministry Executive Foreign Ministry Government
House of Representatives (Nauru)	Legislative / Parliamentary Government
Legislature (Nauru)	Legislative / Parliamentary Government
Protester (Nauru)	Dissident Protestors / Popular Opposition / Mobs
Warren Entsch	Australia, Provincial Party Parties
Company - Owner or Operator (Egypt)	Business Social
Asylum Seeker (Tunisia)	Refugees / Displaced Social
Industry (Japan)	Business Social
Jakaya Mrisho Kikwete	Tanzania, Executive Government Regional Executive Office Regional Diplomatic IGOs Parties Cabinet Elite Ideological International Government Organization Center Left (National) Major Party Foreign Ministry
Tanzania Prevention of Corruption Bureau	Tanzania, Executive Justice / Law Ministry Government
Actor (China)	Elite
Representative to the United Nations (Kazakhstan)	Executive Foreign Ministry Government
Tourist (Kuwait)	General Population / Civilian / Social Social
Newspaper (Egypt)	Social Media
Mob (Brazil)	Dissident Protestors / Popular Opposition / Mobs
Ruling Party (Kyrgyzstan)	Government Major Party (In Government) (National) Major Party Parties
Steelmaker (Taiwan)	Business Social
Population (Ghana)	General Population / Civilian / Social Social
Population (Botswana)	General Population / Civilian / Social Social
Korean Workers Party	North Korea, Government Major Party (In Government) (National) Major Party Parties
American Red Cross	United States, Nongovernmental Organizations / Activists Medical / Health NGOs
People Associated with the Opposition (Italy)	Dissident Protestors / Popular Opposition / Mobs
Justice Department/Ministery (Italy)	Judicial Government
Labor and Employment Ministry (South Korea)	Labor Ministry Executive Government
Military (Bolivia)	Military Government
Criminal (Turkmenistan)	Criminals / Gangs Dissident
Children (Sierra Leone)	General Population / Civilian / Social Social
Energy Department/Ministry (South Africa)	Energy Ministry Executive Government
Francis Kasaila	Malawi, Executive Foreign Ministry Government
Democratic Party of Albanians	Macedonia, Parties (National) Minor Party
Muslim Cleric (United States)	National Religious Muslim International Religious Social
Omurbek Babanov	Kyrgyzstan, Executive Office Executive Elite Government
Mugur Isărescu	Romania, Finance / Economy / Commerce / Trade Ministry Executive Government
Government Affiliated Bank (Romania)	Finance / Economy / Commerce / Trade Ministry Executive Government
Representatives (Pakistan)	Legislative / Parliamentary Government
Fotis Kouvelis	Ecuador, Center Left Parties Ideological (National) Minor Party
Foreign Affairs (Slovenia)	Executive Government Regional Regional Diplomatic IGOs International Government Organization Foreign Ministry
Nation Media Group	Kenya, Social Media
Villager (Saudi Arabia)	General Population / Civilian / Social Social
Illegal Immigrant (Bulgaria)	Criminals / Gangs Dissident
ANGOP	Angola, Executive Information / Communication / Transparency Ministry State Media Government
Paula Mae Weekes	Trinidad and Tobago, Executive Office Executive Elite Government
Military (Mozambique)	Military Government
Terry E. Branstad	United States, Center Right Parties Local Provincial Ideological (National) Major Party Government
Education Ministry (Vietnam)	Executive Government Education Ministry
Education (Vietnam)	Education Social
Al-Marada Movement	Lebanon, Nationalist Christian International Religious (National) Minor Party Parties National Religious Ideological Far Right Social Religious Minority
Massachusetts Institute of Technology	United States, Education Social
Refugee (Israel)	Refugees / Displaced Social
Amazon.com	Multi-National Corporations, Social Business Multinational Corporation Consumer Goods Business
Member of the Judiciary (Ukraine)	Judicial Government
Mehdi Sanaei	Iran, Executive Foreign Ministry Government
Health Ministry (Azerbaijan)	Executive Government Health Ministry
Opposition Activist (Azerbaijan)	Dissident Protestors / Popular Opposition / Mobs
Armed Band (Ecuador)	Unidentified Forces
Newspaper (Ecuador)	Social Media
Defense Attorney (Ukraine)	Judicial Government
Intelligence (Israel)	Intelligence Ministry Executive Government
Drug Enforcement (Malawi)	Drugs Ministry Government Executive
Business (Zambia)	Business Social
Admiral (Latvia)	Navy Military Government
Information / Communication / Transparency Ministry (Romania)	Executive Information / Communication / Transparency Ministry Government
Scientist (France)	Education Social
Lawyer/Attorney (Zambia)	Legal Social
National Airline (Kuwait)	State-Owned Enterprises Government State-Owned Transportation
Rights Activist (Venezuela)	Human Rights NGOs Nongovernmental Organizations / Activists Nongovernmental Organization (International) Human Rights IGOs
Main Opposition (Party for Democracy)	Parties Center Left (National) Major Party Ideological
Sheikh Ali Mohamud Rage	Somalia, Dissident Insurgents International Religious Muslim
Political Parties (Iraq)	Parties
Bank of Slovenia	Slovenia, State-Owned Consulting / Financial Services State-Owned Enterprises Government
Party President (Democratic Party)	Parties Center Right Ideological (National) Minor Party
Uong Chu Luu	Vietnam, Executive Justice / Law Ministry Government
Wayne Scott	Bermuda, Parties Centrist (National) Major Party Ideological
Nancy Pelosi	United States, Lower House Parties Legislative / Parliamentary Ideological Center Left (National) Major Party Government
Kajsa Ollongren	Netherlands, Executive Office Interior / Home Ministry Executive Government
Government Affiliated Bank (South Africa)	Finance / Economy / Commerce / Trade Ministry Executive Government
